Stim_Number,Delay
1,0.6000000000000001
2,0.7000000000000001
3,0.6000000000000001
4,0.9
5,0.8
6,1.4000000000000001
7,0.7000000000000001
8,1.3
9,0.6000000000000001
10,1.5
11,0.5
12,0.6000000000000001
13,0.8
14,1.0
15,1.0
16,0.8
17,1.5
18,0.6000000000000001
19,1.1
20,1.4000000000000001
21,0.6000000000000001
22,1.4000000000000001
23,1.1
24,0.9
25,0.9
26,1.4000000000000001
27,1.2000000000000002
28,0.8
29,1.1
30,1.1
31,0.6000000000000001
32,1.5
33,1.2000000000000002
34,0.8
35,0.8
36,0.7000000000000001
37,0.8
38,1.2000000000000002
39,0.9
40,1.0
41,1.5
42,0.6000000000000001
43,0.9
44,0.8
45,1.3
46,0.6000000000000001
47,1.0
48,1.4000000000000001
49,0.7000000000000001
50,1.1
51,1.4000000000000001
52,0.6000000000000001
53,1.5
54,0.8
55,1.3
56,1.4000000000000001
57,1.2000000000000002
58,1.2000000000000002
59,0.8
60,0.9
61,0.8
62,1.4000000000000001
63,0.8
64,1.5
65,0.8
66,0.9
67,0.7000000000000001
68,1.3
69,1.0
70,0.5
71,1.2000000000000002
72,0.8
73,0.7000000000000001
74,0.9
75,0.7000000000000001
76,1.0
77,1.0
78,0.6000000000000001
79,1.2000000000000002
80,1.1
81,0.6000000000000001
82,1.4000000000000001
83,1.1
84,0.7000000000000001
85,1.5
86,1.5
87,1.1
88,1.0
89,1.2000000000000002
90,1.2000000000000002
91,1.4000000000000001
92,1.4000000000000001
93,0.8
94,1.2000000000000002
95,0.7000000000000001
96,1.3
97,1.1
98,1.0
99,0.9
100,0.8
101,0.6000000000000001
102,1.1
103,1.1
104,0.5
105,1.4000000000000001
106,1.1
107,0.7000000000000001
108,1.1
109,1.2000000000000002
110,0.8
111,0.9
112,1.1
113,0.9
114,0.9
115,1.3
116,0.8
117,1.0
118,1.2000000000000002
119,1.2000000000000002
120,1.0
121,0.8
122,1.3
123,0.6000000000000001
124,0.9
125,1.5
126,0.9
127,0.8
128,0.8
129,1.3
130,0.9
131,1.3
132,1.2000000000000002
133,0.5
134,1.1
135,0.5
136,0.8
137,1.0
138,0.6000000000000001
139,1.1
140,1.5
141,0.7000000000000001
142,1.3
143,0.5
144,1.1
145,1.1
146,0.7000000000000001
147,1.2000000000000002
148,1.2000000000000002
149,1.4000000000000001
150,0.7000000000000001
151,1.1
152,0.9
153,1.1
154,1.4000000000000001
155,0.8
156,0.5
157,1.2000000000000002
158,1.3
159,0.7000000000000001
160,1.4000000000000001
161,0.9
162,1.0
163,1.5
164,0.8
165,1.3
166,0.8
167,1.0
168,0.8
169,0.7000000000000001
170,0.9
171,0.8
172,1.3
173,1.1
174,0.7000000000000001
175,1.5
176,0.8
177,1.2000000000000002
178,0.7000000000000001
179,1.0
180,1.1
181,0.6000000000000001
182,1.1
183,1.4000000000000001
184,1.1
185,1.2000000000000002
186,0.7000000000000001
187,1.0
188,0.9
189,1.1
190,0.8
191,1.3
192,0.7000000000000001
193,0.8
194,1.4000000000000001
195,0.9
196,0.6000000000000001
197,1.4000000000000001
198,0.8
199,1.1
200,0.9
201,1.5
202,0.7000000000000001
203,0.6000000000000001
204,0.7000000000000001
205,0.6000000000000001
206,1.1
207,1.2000000000000002
208,0.9
209,0.5
210,1.0
211,1.2000000000000002
212,1.0
213,1.0
214,0.6000000000000001
215,1.3
216,1.0
217,0.7000000000000001
218,0.8
219,0.6000000000000001
220,0.7000000000000001
221,1.4000000000000001
222,1.1
223,0.8
224,0.9
225,1.0
226,0.8
227,1.2000000000000002
228,1.3
229,1.0
230,1.3
231,1.5
232,1.1
233,1.3
234,0.5
235,1.3
236,1.2000000000000002
237,1.2000000000000002
238,0.7000000000000001
239,0.9
240,1.0
241,1.1
242,1.0
243,0.8
244,1.0
245,0.6000000000000001
246,1.3
247,0.7000000000000001
248,0.8
249,0.7000000000000001
250,1.1
251,0.9
252,0.9
253,1.4000000000000001
254,1.4000000000000001
255,1.4000000000000001
256,1.0
257,1.4000000000000001
258,0.5
259,1.0
260,0.5
261,0.7000000000000001
262,0.7000000000000001
263,1.0
264,0.9
265,1.1
266,1.2000000000000002
267,1.3
268,0.9
269,0.8
270,1.2000000000000002
271,0.6000000000000001
272,1.2000000000000002
273,0.8
274,1.0
275,1.1
276,0.6000000000000001
277,0.6000000000000001
278,1.2000000000000002
279,0.6000000000000001
280,0.9
281,0.6000000000000001
282,0.7000000000000001
283,1.3
284,0.9
285,0.5
286,1.3
287,0.6000000000000001
288,1.4000000000000001
289,1.2000000000000002
290,0.9
291,1.2000000000000002
292,1.0
293,0.6000000000000001
294,0.6000000000000001
295,1.4000000000000001
296,1.2000000000000002
297,1.3
298,1.4000000000000001
299,1.2000000000000002
300,0.6000000000000001
301,1.0
302,1.0
303,1.3
304,1.4000000000000001
305,1.1
306,0.7000000000000001
307,1.5
308,1.1
309,0.8
310,1.4000000000000001
311,1.4000000000000001
312,1.4000000000000001
313,0.8
314,0.8
315,0.8
316,1.1
317,1.3
318,0.9
319,1.2000000000000002
320,0.9
321,1.1
322,1.3
323,1.2000000000000002
324,0.8
325,0.8
326,1.4000000000000001
327,1.1
328,0.6000000000000001
329,0.8
330,0.8
331,0.9
332,1.3
333,0.5
334,0.7000000000000001
335,1.3
336,0.7000000000000001
337,1.0
338,0.7000000000000001
339,1.4000000000000001
340,1.2000000000000002
341,0.7000000000000001
342,1.0
343,1.0
344,1.0
345,1.5
346,1.4000000000000001
347,1.1
348,0.9
349,1.0
350,0.7000000000000001
351,1.4000000000000001
352,1.4000000000000001
353,1.5
354,1.0
355,1.5
356,1.4000000000000001
357,1.0
358,0.7000000000000001
359,1.2000000000000002
360,1.0
361,0.7000000000000001
362,1.1
363,1.4000000000000001
364,0.5
365,1.3
366,0.8
367,1.4000000000000001
368,1.4000000000000001
369,1.3
370,1.3
371,1.0
372,1.0
373,0.5
374,0.8
375,1.3
376,0.7000000000000001
377,0.6000000000000001
378,0.6000000000000001
379,0.6000000000000001
380,0.8
381,0.6000000000000001
382,0.5
383,1.0
384,1.0
385,1.0
386,1.1
387,1.0
388,0.6000000000000001
389,1.4000000000000001
390,0.5
391,0.5
392,1.4000000000000001
393,0.8
394,1.1
395,1.0
396,0.7000000000000001
397,0.8
398,0.9
399,0.6000000000000001
400,0.9
